label,sms
0,I jokin oni lar Ü busy i wun disturb ü
0,Ok careful Do n't text drive
0,I.ll even it in spirit I.ll a bb Just to be sure need
0,U r much close my heart If u away will shattered Plz stay me
0,I love u babe R u everything alrite Is being idiot Txt bak girlie
0,How abt making of pic bigger
0,Got got colour lor One colour quite light n e is darker lor Actually 'm she 's styling hair
0,Whenevr ur sad Whenevr ur gray Remembr im listn watevr u wan na Jus walk wid a while amp I promise I 'll bring back ur smile
0,Why Ok give treat
1,Win newest “ Harry Potter Order the Phoenix Book reply HARRY answer question chance be the first reader
0,Correct So wa work today
0,Just again Do scream moan bed princess
0,I wake long ago Dunno other thing
0,Oh getting with u u
0,I thk 50 shd ok said minus 10 Did ü leave line between paragraph
0,Can call plz Your number show of coveragd area I urgnt call vasai amp to reach o clock call plz
0,Yeah jay 's sort a fucking retard
0,Sorry in bathroom
1,Ur balance now £500 Ur question Who sang 'Uptown Girl the 80 's answer txt ur ANSWER 83600 Good luck
0,My exam for february Wish a great day
0,I dont what do come of so am question this dont mistake
0,Aight rush I 'll jay
0,Good Morning plz call sir
0,It 's lar U sleep early Nite
0,Oh Icic K lor den meet day
0,Oh A half hour longer Syria Canada eh Wow must SO much more work in day u all extra time grin
0,Sometimes put wall our heart just be safe getting hurt But find who care to break wall amp closer GOODNOON
0,Sweet may may go 4U meet carlos gauge patty 's interest that
0,Then buying today Ü need c meh
0,Aight I ten year shower What 's plan
0,Every monday..nxt week vl completing
0,Might ax im
0,Just chill another 6hrs If could sleep pain not surgical emergency see it unfolds Okay
0,Yeah I 'll to scrounge up
0,Crazy ar 's married Ü gd guy me My frens say 's korean leona 's fave dun thk is Aft thinking mayb prob i 'll
0,Were on Fredericksburg
0,Que pas buen tiempo something that
0,Is ok I stay night Xavier a sleeping bag I 'm tired
0,She doesnt any test
0,Nothing chillin home Any super bowl plan
1,FREE2DAY sexy St George 's Day pic Jordan Txt PIC 89080 dont miss then wk saucy celeb pic c PocketBabe.co.uk 0870241182716 £3/wk
0,Bugis oso wat
0,Yo no class tmrw
0,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose world gnun Sent WAY2SMS.COM
0,Goodnight sleep da take care pa Please
0,Baaaaabe I miss youuuuu Where you I to and teach class
0,U ned convince tht not witot hurting feeling the main
0,Good afternoon loverboy How day Any luck your I of sweetie send love the sea make you smile happy
0,If start sending blackberry torch nigeria you find buyer me 4a month And dad to buy bb anyone
0,lt gt pple marry their lover becz hav gud undrstndng dat avoids problem sent dis u u wil gud news friday d person like And tomorrow be best day your life Dont break chain If break will suffer send to lt gt frnds lt gt min whn u read
0,Yo dude guess just arrested other day
0,Shuhui change suntec steamboat U noe Where r u
0,What the dance river
0,Yetunde 'm but moji i too busy be to shopping Can just find other to what wanted to Please forgive You reply free yahoo messenger
0,Hey really pretty late You to for lesson I will join I 'm reaching tp mrt
1,HOT LIVE FANTASIES call 08707509020 Just 20p min NTT Ltd PO Box 1327 Croydon CR9 5WB 0870..k
0,Bbq sat mine 6ish Ur
0,I n't same thing 's wrong everyso he panicks start goin bout bein good …
0,Alright I 'm have good night
0,Did try making butt
0,Hope are feeling great Pls fill in Abiola
0,I we shd out n some fun bar town something – sound
0,Go write msg Put Dictionary mode Cover screen hand Press lt gt Gently remove Ur hand Its interesting
1,Bears Pic Nick Tom Pete Dick In fact type gay chat photo upload call 08718730666 10p/min stop text call 08712460324
1,500 New Mobiles 2004 MUST GO Txt NOKIA No 89545 collect today From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION
0,We 're finally ready fyi
0,Auntie huai juan pick her phone
1,Double Mins Double Txt 1/2 price Linerental Latest Orange Bluetooth mobile Call MobileUpd8 the latest offer 08000839402 call2optout/LF56
0,Ya tel wats ur problem
0,dnt wnt tlk wid u
0,We spend day waiting the ideal path appear front u But we forget path made walking by waiting Goodnight
0,Its my arm feeling weak cuz got shot we go time
0,Please reserve ticket saturday eve chennai thirunelvali again tirunelvali chennai sunday eve already in net..no ticket available..i to book ticket tackle
0,Storming msg Wen u lift d phne u HELLO Do u knw wt d real meaning HELLO It 's d of girl Yes And u knw dat girl Margaret Hello She is d girlfrnd f Grahmbell invnted telphone Moral One 4get d of person bt his girlfrnd G o o d n g h
0,That 's I popped to bout and said 'd in Are around tonght wen girl
0,All e ur exam
0,Hope ur head n't hurt Am ploughing way pile ironing Staying with a chinky tonight round you
0,Oh k.i most wi nz player unsold
0,Haha Where so fast lose weight thk muz month den effect Gee we aust put bk e weight
0,I how got online love Had gone the net cafe Did get phone recharged Were on friend net I of boytoy
0,Haha kidding papa drug
0,Thk shld b Ya wana lesson Haha go one stretch
0,Oh
0,R still meeting dinner tonight
0,Thats cool I a gentleman will treat with dignity respect
0,Shall start hear
0,Then wait u lor No feel bad lar
0,No you check I his detailed message
0,You registered Sinco Payee Log at icicibank.com enter URN lt gt confirm Beware fraud Do NOT share disclose URN anyone
0,No I decided only people care stuff vote caring stuff for loser
0,Kaiez Enjoy ur tuition Gee Thk e option sound beta I 'll yan jiu den msg u
0,cool We have fun practicing making baby
0,Actually ready leave house
0,K..k..any special today
1,URGENT IMPORTANT INFORMATION FOR O2 USER TODAY IS YOUR LUCKY DAY FIND OUT WHY LOG ONTO HTTP WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU
0,Then got ta it that
0,I 've ten buck jay being noncomittal
0,Where were hungry
0,Pls speak that customer machan
0,beneath pale moon light think of u out there where dream true goodnite amp sweet dream
1,Dear U 've invited XCHAT This our final attempt contact u Txt CHAT 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yr
0,So wats ur opinion abt and abt character
0,Jay snickering tell that x totally fucking the chord we speak
0,No..few hour before.went hair cut
0,No Cos dun rem silver car But thk saw a black
0,Lmao Take pic send to
0,Speak when feel word better the silence Gud mrng
0,No She 's in scotland that
0,Do work this week
1,Congratulations ur awarded £500 CD gift voucher Free entry £100 weekly draw txt MUSIC 87066 TnCs www.Ldew.com win150ppmx3age16
0,Lol great im hungry
0,Yes only your message
0,I 'll at mu like lt gt second
0,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION IS FRAN STILL WITH BOYF IVE GOT TA INTERVIW EXETER BIT WORRIED x
0,Tell what you make little spreadsheet track idea wa smoke determine smoke much the entire month february I 'll up
1,For sale arsenal dartboard Good condition no double treble
0,Do n't back the building you no coat i n't you get sick Just hurry home wear coat the gym
0,My painful personal thought I try keep happy the time But recognises when am
0,Thanks ve lovely wisheds You rock
0,You intrepid duo Have great time see both
0,I asked sen come chennai search job
0,Dad out oredi
0,I jus hope true missin co 'm missin You n't anything feel guilty yet
0,Wat late early mah Or juz dinner lor Aiya dunno
0,Arms fine 's Cardiff uni
0,In fact do leave I addie back school tues wed
0,Cool breeze Bright sun Fresh flower Twittering bird All waiting wish u GOODMORNING amp HAVE A NICE DAY
0,Ya for restaurant
0,Its i askd u knw tht
1,Free 1st week entry TEXTPOD chance win 40GB iPod £250 cash wk Txt POD 84128 Ts Cs www.textpod.net custcare 08712405020
0,Those ducking chinchilla
0,I in marriage function
0,Looks u wil b a headstart im leaving bout 2.30ish if u r desperate my company I head earlier-we goin meet rummer
0,Don ‘ give flying monkey wot think I don ‘ mind Any friend mine all
1,As registered optin subscriber ur draw £100 gift voucher be entered receipt a correct an 80062 Whats No1 the BBC chart
0,thanks2
0,Msg when rajini
0,Ya are ü taking ure practical lesson I start june
0,That 's good I drug
0,Stupid.its possible
0,Can ü decide faster co si home liao
1,Summers finally Fancy chat flirt sexy single yr area To MATCHED just reply SUMMER Free Join OptOut txt STOP Help08714742804
0,U sleeping Or going take Haha I spy wat Me online checking n replying mail lor
1,CLAIRE havin borin time am U wan na cum 2nite Chat now 09099725823 hope C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA
1,Bought ringtone now text costing pound offering tone
0,Yalru lyfu astne chikku Bt innu mundhe lyf ali halla ke bilo marriage program edhae lyf nt ovr chikku..ali vargu lyfu meow meow D
0,Kinda First get at twelve Aah Speak tomo
1,"09066362231 URGENT Your mobile No 07xxxxxxxxx won £2,000 bonus caller prize 02/06/03 is 2nd attempt reach YOU call 09066362231 ASAP"
0,Ok good come find ü C lucky i told ü go earlier Later pple finish ü more
0,Wat make u thk 'll fall But thk 'm prone fall Lucky dad home i ask come n fetch already
1,YOU 07801543489 guaranteed latest Nokia Phone 40GB iPod MP3 player a £500 prize Txt word COLLECT No:83355 TC-LLC NY-USA 150p/Mt msgrcvd18
0,I wont touch with your permission
1,Hi LUCY Hubby meetins day Fri I B at hotel U fancy cumin Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL
0,wonder My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS 1st Ur Lovely Friendship good morning dear
0,Take small dose tablet fever
0,Oh U have your REAL Valentine shopping
0,Just you email – an address incomm it that
0,Will you gon na at blake 's night I be to out here little early
0,Friendship not game play It not word say It doesn\'t start March end May It tomorrow yesterday today e
0,Nice Wait you texting now I 'm gon na pay ticket ya
0,I 'm watching lotr w si dis aft So u wan meet dinner nite not
0,Why keeping away this
0,I it more that find Check google map a place your dorm
0,My trip quite tiring lor Uni start today it 's ok co 'm taking module jus concentrating my final yr project
0,Have always saying welp
0,I 'm guy browsin compulsory
0,Purity friendship two not smiling reading forwarded message..Its smiling by the Gud evng musthu
0,I add I n't care ca n't I at get dude fuck but hey money if you it
0,Hello lover How that job Are there Are happy Do think me I wake slave send a teasing kiss across sea
0,I told number gautham
0,Tell no to investigate me
0,Ok juz receive
0,Cant so thing morning all really wanted say good morning i love Have beautiful morning See you in library
1,Your account been credited 500 FREE Text Messages To activate txt word CREDIT No 80488 T Cs www.80488.biz
0,In end might vomit it Not will out
0,How moneY in you money aint thing are you sha
0,It everything do the weather Keep extra warm Its cold nothing Pls lot vitamin c
0,Hey gal Anyone u down e driving centre tmr
0,I 'm on yahoo messenger Just send message me i.ll may to send it in mobile mode sha i.ll it And reply
0,I 'm putting on It be ready lt TIME gt
0,Time n Smile r two crucial thing our life Sometimes time make to forget smile sometimes 's smile make to forget time gud noon
1,SMS ac JSco Energy high u not where 2channel 2day ur leadership skill r strong Psychic Reply ANS w/question End Reply END JSCO
0,Host-based IDPS linux system
1,HOT LIVE FANTASIES call 08707509020 Just 20p min NTT Ltd PO Box 1327 Croydon CR9 5WB 0870 a national rate call
0,Don da whats plan
0,Ill there lt gt
0,Oh God I 'm home
0,Total video converter free download type in google search
1,Thanks Vote Now sing the star Karaoke your mobile For FREE link reply with SING
0,Sounds something someone testing would sayy
0,When u love Dont make to love u u But Love so much that dont to loved anyone you Gud nit
0,Pete this phone Its Jenny college Leanne.what you to
0,Oops Just check you n't mind picking up tomo half from station Would be
0,Hey sweet I wondering moment you come I send a file someone it wo n't over yahoo them their connection suck remember you set page me go and download format disc Could you tell me how that Or do you some way to download big file Because can download stuff directly the internet Any would great prey teasing kiss
0,Hows champ leaving glasgow
0,K the congrats
0,I if 'll this text
0,I to home give some good lovin
1,Our brand mobile music service now live The free music player arrive shortly Just install your phone browse content the top artist
0,Shall ask thing you dont mistake
0,Check wid corect speling i.e Sarcasm
1,"URGENT Your Mobile No awarded £2,000 Bonus Caller Prize 1/08/03 This our 2nd attempt contact YOU Call 0871-4719-523 BOX95QU BT National Rate"
0,Are angry me What happen dear
0,I thk u dun haf hint e forum lor Cos told ron n darren going shuhui
0,Yup thanx
0,Hi ct employee are
0,Pls pls find from aunt nike
0,Wow I love sooo I barely stand I how day and well love I of you and miss you
0,No screaming mean shouting
0,Hey happen de Are alright
0,Should I picked a receipt something earlier
0,I chennai settled
0,Oh dang I n't o send to Lol
0,Unfortunately 've found have pick sister from airport that evening do n't i 'll going at We try go one th
0,Horrible bf I v hungry
0,Remember that day
1,You won Nokia 7250i This what get you win FREE auction To part send Nokia 86021 HG/Suite342/2Lands Row/W1JHL 16
0,How 's feel Mr Your my real Valentine my yo Valentine tho u play
0,All sound good Fingers Makes difficult type
0,Midnight the earliest
0,You 're sure I 'm trying make xavier smoke I n't to smoke being told I smoke much
0,K to nordstrom you 're
0,Do u konw waht rael FRIENDSHIP Im gving yuo exmpel Jsut ese tihs msg Evrey splleing tihs msg wrnog Bt sitll yuo raed wihtuot ayn mitsake GOODNIGHT amp HAVE A NICE SLEEP..SWEET DREAMS
0,Now press conference da
1,Hello Orange For month 's free access game news sport 10 free text 20 photo message reply YES Terms apply www.orange.co.uk/ow
0,After completed degree There no in joining finance
0,Good afternoon love Any job prospect Are missing What Are you being lazy bleak hmmm Or happy filled my love
0,Shant disturb u anymore Jia
0,Bishan lar nearer No buy early co buy i ta park car
0,Me dont again
0,Dude sux snake He old raiden buff
0,He hi your as back to south tampa preferably a kegger
0,In e msg jus U thanks gift
0,U
0,Ok dear Did you call chechi
0,Yeah do tote When u wan na
0,Ok found dis pierre cardin which normal cost 20 on sale
0,Good sleep about rhythm The person establish rhythm the body learn use If want to know
0,Wat r u
0,Message I at Truro Hospital ext You phone here I a phone my side
0,Single line a big meaning Miss ur Best Life do n't miss ur life anything Gud nyt
0,Just some gas money chance and gang to on grand nature adventure
0,Dnt worry ice piece a cloth pack.also tablet
0,Dude saw parked car it sunroof popped Sux
0,Get ready put your excellent face
0,Tmrw Im finishing door
0,The lt gt g i a day ago guy sell wifi lt gt with 3g for lt gt That 's i blanked
0,I late I be at
0,im pretty pissed
0,I dont that image class
0,No got rumour you to buy apartment chennai
0,Near kalainar tv office.thenampet
1,Ur cash-balance currently 500 pound maximize ur cash-in send GO 86688 150p/msg CC 08718720201 HG/Suite342/2Lands Row/W1J6HL
1,SMS AUCTION A BRAND NEW Nokia 7250 up auction today Auction FREE join part Txt NOKIA 86021 HG/Suite342/2Lands Row/W1J6HL
0,My si catching e show e afternoon i 'm watching w So c u wan watch today tmr lor
0,Sounds gd Haha Can Wah u yan jiu fast liao
0,No To nosy I guess Idk I reacting I 'm freaked
0,Remember those i hurt day satanic imposter me.need pay price be it.may destiny me and u pray i the mind get the
0,How Make girl Happy It 's at difficult make girl happy U need be A friend Companion Lover Chef lt gt Good listener lt gt Organizer lt gt Good boyfriend lt gt Very clean lt gt Sympathetic lt gt Athletic lt gt Warm lt gt Courageous lt gt Determined lt gt True lt gt Dependable lt gt Intelligent lt gt Psychologist lt gt Pest exterminator lt gt Psychiatrist lt gt Healer lt gt Stylist lt gt Driver Aaniye pudunga venaam
0,Why that princess I bet brothas all chasing
0,I book chez jules half if 's with
0,Hhahhaahahah rofl wtf nig leonardo your room something
0,Yep derek 's house see Sunday lt
0,It 's cool me before kick around lt gt I 'll out about day
0,I wondering it be for call uncle john let thing same nigeria they r That lt gt dollar 2years and know it strain i plan to pay back dime give Every dime for to expect from you is not practical Something that
0,There no charge transfer charge you withdraw you
0,Dont search love love find U Thats it called falling love bcoz U dont force U fall U there smeone hold U BSLVYL
0,At Let 's to bill miller
0,I love You set soul fire It not spark But is a flame A big rawring flame XoXo
0,Somewhr is surely made u And God decided perfect time make u meet dat person till den Enjoy ur crush
0,That 's honeymoon outfit
0,Will help we propose back tomorrow
1,PRIVATE Your 2003 Account Statement show 800 un-redeemed S I M point Call 08719899230 Identifier Code 41685 Expires 07/11/04
0,Never blame day ur life Good day give u happiness Bad day give u experience Both essential life All Gods blessing good morning
0,Pls confirm time collect cheque
1,As Registered Subscriber yr draw £100 gift voucher b entered receipt a correct an When the olympics Txt an 80062
1,URGENT Your Mobile number been awarded a £2000 prize GUARANTEED Call 09061790121 land line Claim 3030 Valid 12hrs 150ppm
0,Daddy take good care you
0,Yeah I got ta check with leo
0,K.then other special
0,Carlos taking sweet time usual let know you patty done/want smoke I 'll him haul as
0,Ok pa Nothing problem
0,Have heard job I 'm to that wildlife talk tonight u want2come Its that2worzels a wizzle whatever is
0,God picked a flower dippeditinaDEW lovingly touched itwhichturnedinto u the gifted tomeandsaid THIS FRIEND IS 4U
0,When came hostel
0,Ok prob I 'll after lunch
0,Jus telling u dat 'll b leaving shanghai 21st so 'll haf time meet cya
0,Are freezing Are home Will remember kiss mom the morning Do love Do think Are missing me yet
0,You ready big day tomorrow
0,I 'll be mu lot
0,645
1,RT-KIng Pro Video Club Need info ringtoneking.co.uk call 08701237397 You be 16 Club credit redeemable www.ringtoneking.co.uk Enjoy
0,Thnx dude u guy 2nite
0,Me sef dey laugh Meanwhile 's darling anjie
0,Mm had food da out
0,K make sense btw carlos being difficult you guy gon na smoke I pick the batch get gas
0,Did u download fring app
0,The oz guy being kinda flaky one friend interested picking lt gt worth tonight possible
0,Friends u stay fb chat
0,Fuck babe I miss sooooo I you here sleep me My bed so lonely I now sleep To dream you love
0,Living very simple Loving also simple Laughing too simple Winning tooo simple But 'SIMPLE very difficult Gud nte
1,U a secret admirer is make contact U-find R*reveal who think UR special-call 09058094599
0,Ah that confuses thing doesn ‘ it
1,500 free text msg Just text to 80488 we 'll credit account
0,Hi Dear Call it urgnt I n't whats problem You n't to work if have other problem least me Wating your reply
0,Dear Are you ok
1,You been selected stay 250 top British hotel FOR NOTHING Holiday Worth £350 To Claim Call London 02072069400 Bx 526 SW73SS
0,Yes princess I to make happy
0,Sounds you many talent you to on dinner date week
0,I going film 2day da At 6pm Sorry da
0,We watching movie Xy shop i 'm shopping w now
0,Hello little party animal I thought I 'd buzz a were your friend grin Reminding were loved send naughty adoring kiss
0,Yesterday with only Now going home
1,Eerie Nokia tone 4u rply TONE TITLE 8007 TONE DRACULA 8007 Titles GHOST ADDAMSFA MUNSTERS EXORCIST TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p
0,You come life brought sun Shiny warming my heart Putting constant smile on my face Making feel loved cared
0,No shit I n't surprised I and spent evening that french guy I met town and fooled a bit I n't him fuck
1,0A NETWORKS company bill SMS responsible their supplier a shop to give guarantee what they sell B G
0,Great comedy..cant stop laughing da
1,FreeMsg Feelin kinda lnly hope u me company Jst a cam moby wan na c pic Txt reply DATE 82242 Msg150p 2rcv Hlp 08712317606 stop 82242
0,Alright 're set text man
0,Hi are We 're and 're keen go kind am feel i should n't can go tomo n't mind you
0,Sleeping nt feeling
0,U WILL SWITCH YOUR FONE ON DAMMIT
0,India to lead
0,I.ll post out l8r In class
0,Thts wat Wright Brother to fly
0,Evening v good somewhat event laden Will fill in n't worry … Head but throat wrecked See at then
0,If u laugh loud If u talk spontaneously If u dont care others feel U probably your dear amp friend GOODEVENING Dear
0,ITS A LAPTOP TAKE IT WITH YOU
0,I dont any your file bag..i in work you called me.i 'll you i find in my room
0,I wan too early lei Me now wun b home early Neva mind
1,For ur chance win £250 cash wk TXT ACTION 80608 T 's C 's www.movietrivia.tv custcare 08712405022 1x150p/wk
0,I at bugis juz wat But 'm walking home oredi Ü late reply I oso a top dat i like din buy Where r ü
0,At will ok na
0,Yes I posted couple pic fb There 's snow too I 'm waking
0,S we one good partnership we take lead
1,RGENT This the 2nd attempt contact U U WON £1250 CALL 09071512433 b4 050703 T CsBCM4235WC1N3XX callcost 150ppm mobilesvary max£7 50
0,Yeah 's class
0,No send Bec you in temple na
0,You n't coming home class I to work and shower
1,Hi ur lookin saucy daytime fun wiv busty married woman Am free next week Chat sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL
0,S mostly like
0,Ü v ma fan
0,Dunno co wa v late n i reach inside But ate spageddies lor It 's e gal r laughing me lor
0,Guess spent last night phasing and of fourth dimension
0,So my dad gon na call he out work ask these crazy question
0,Yes..but said IT
0,Very hurting n meaningful line I compromised for love But d end love compromised for Gud mornin
0,Lmao nice
0,Glad see reply
1,URGENT We trying contact U Todays draw show you won £800 prize GUARANTEED Call 09050001295 land line Claim A21 Valid 12hrs
1,Monthly password wap mobsi.com 391784 Use wap phone PC
0,Nah dub je buff
0,Painful word I thought Happy toughest thing Earth But the toughest acting Happy all unspoken pain inside
0,Yeah 's fine It 's £6 get is ok
0,Lol do u up these idea
0,So people special first sight But very will remain special to you till last sight Maintain till life end Sh jas
0,Okay We wait ah
0,Y lei
0,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT I REALLY WAN NA SEE U TOMORROW SO CALL ME AT LOVE ME XXX
0,Already squatting the way walking
0,Do want bold bb torch
0,Cramps stopped Going back sleep
1,today vodafone number ending 0089 last digit selected received £350 award If number match call 09063442151 claim £350 award
1,Free Top ringtone weekly ringtone-get 1st week free-send SUBPOLY to 81618 week-stop sms-08718727870
0,Nan sonathaya soladha Why bos
0,Bring tat cd forget
0,I n't but I 'm raping dude poker
0,Weightloss No girl friend Make load money ebay something And give to God
0,Was gr8 see message So r u leaving Congrats dear What school wat r ur plan
0,Ü eatin but 'm eatin wif frens lei Ü home
0,Finish Yar keep i mushy I embarrassed
0,Sorry man stash ran dry night I ca n't pick more sunday
0,Hai priya you What doctor pa Where you
1,Free msg Sorry service ordered 81303 not delivered you not sufficient credit Please top to receive service
0,Please mummy call father
0,Can room can come house co my house messy Haha
0,I lost 10 kilo of today
0,Just taste fish curry P
0,What i Might accidant tookplace somewhere ghodbandar Traffic move slovely So plz slip amp n't worry
0,Yun ah.now ü wkg btw ü nu sc Ü wana specialise wad
0,Yes I a woman man Please me like dislike bed
0,Was my test earlier I Will call you tomorrow
0,How 's loverboy What that him coming his Queen hmmm Does n't he ache speak Miss me desparately
0,U meet fren dun wan meet ah Muz b guy rite
0,No promise when have n't gotten dinner
0,I your back Do have dislike bed
0,o turn i stereo love mi phone the unknown album
1,Hard LIVE 121 chat 60p/min Choose girl connect LIVE Call 09094646899 Cheap Chat UK 's biggest live service VU BCM1896WC1N3XX
0,Yeah I n't why
0,Asking u knw nt May ur frnds or classmate
0,Sorry earlier Putting fires.Are around talk Or you have life lol
1,WOW The Boys R Back TAKE THAT 2007 UK Tour Win VIP Tickets pre-book VIP Club Txt CLUB 81303 Trackmarque Ltd info vipclub4u
0,As missionary hook doggy hook standing
0,Then u go sleep Dun disturb u liao U wake then msg lor
0,Am watching house – entertaining – getting whole hugh laurie thing – stick – especially with the stick
0,Thought praps meant one Goodo I 'll tomorrow
0,"Hi Jon Pete Ive bin Spain recently hav sum dinero left Bill u ur rents mayb interested it I hav 12,000pes around £48 tb James"
0,There bold lt gt Is yours
0,You there I speak you lt gt minute
0,ALRITE HUNNY WOT U UP 2NITE DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD JUS CHILLIN AT DA MO IN ME BEDROOM LOVE JEN XXX
0,I to project centre
0,As request 'Maangalyam Alaipayuthe been set your callertune all Callers Press copy your friend Callertune
0,Lol yeah this point I guess
0,Doing project w frens lor
0,Lol Well quality aint bad all i aint complaining
0,K that happen tonight
1,Hi is Mandy Sullivan calling HOTMIX FM are chosen receive £5000.00 our Easter Prize draw Please telephone 09041940223 claim 29/03/05 your prize be transferred someone
0,I we 're to finn 's come
0,Why tired special you
0,I come tomorrow di
0,K and sleep Take rest
0,U guy invite anywhere
1,UR GOING BAHAMAS CallFREEFONE 08081560665 speak a live operator claim Bahamas cruise of£2000 CASH 18+only To opt txt X 07786200117
0,I do I to you inside outside bedroom
0,EY CALM DOWNON THEACUSATIONS ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX
0,I love wine dine lady
1,Someone conacted dating service entered phone they fancy To find who is call landline 09111030116 PoBox12n146tf15
0,Im cool ta luv v.tired i been doin load planning wk have our social service inspection the nursery Take care spk sn x
0,I know account details..i ask mom send you.my mom out reach
0,I u the wrong number
0,Feel Yourself That You Are Always Happy Slowly It Becomes Your Habit amp Finally It Becomes Part Of Your Life Follow It Happy Morning amp Have A Happy Day
0,DO NOT B LATE LOVE MUM
0,Got it..mail panren paru
0,Was thinking chuckin ur red green n black trainners save carryin bac train
0,Give miss that number
0,Jus back fr lunch wif si U leh
0,How your schedule week I out town weekend
0,Really good dhanush rock again
0,Lmao I wont needing u do hair anymore
0,Miss ya ya ya love ya
0,Sorry 'm free
0,Do u get song stuck your head no reason it wo n't away til u listen it time
0,Nt chikku..simple habba..hw abt u
0,Got ur mail Dileep.thank so muchand forward lot support le contact remember venugopal mentioned.tomorrow not late shall to up till there.goodnight dear
0,Sometimes Heart Remembrs Very Forgets soon Bcoz Heart not everyone But one be Remembered Everytime BSLVYL
0,Joy 's father John Then John the NAME Joy 's father Mandan
1,Hi 07734396839 IBH Customer Loyalty Offer The NEW NOKIA6600 Mobile ONLY £10 TXTAUCTION Txt word START No:81151 Yours Now 4T
0,Hi is yijue It 's the 3230 textbook 's intro algorithm edition I 'm selling for 50
1,SMS AUCTION You won Nokia 7250i This what get you win FREE auction To part send Nokia 86021 HG/Suite342/2Lands Row/W1JHL 16
0,K u come now
0,How Its little difficult it simple to enter place
0,Ha Both u e thing But got tv watch U thk where tonight u haf smth mind
0,Dont show How Put picture on facebook
0,Watching tv I new job
0,Good afternoon sexy bun How the job search I wake thought always my love I your fine happy know I adore you
0,I 'm coming do you
0,Its chikku it favourite song
0,Did u what I posted your Facebook
1,Call FREEPHONE 0800 542 0578
1,Buy Space Invaders chance win orig Arcade Game console Press Games Arcade std WAP charge See o2.co.uk/games Terms setting No purchase
1,BIG BROTHER ALERT The computer selected u 10k cash 150 voucher Call 09064018838 NTT PO Box CRO1327 18 BT Landline Cost 150ppm mobile vary
0,well c u
0,My uncle Atlanta Wish guy great semester
0,No dear do free message any recharge Hi hi
0,I dun u I thk u told
0,Do know god created gap finger So One is made you amp fill gap holding your hand LOVE
0,Yes sura sun tv lol
0,Arun u transfr d amt
0,Takin shower but yeah I 'll leave I 'm
0,Am working am to eye philosophy will text u when bit free chat
0,U havent lost ill b 4u.i didnt intend hurt u I knew u felt me Iwas+marine thats itried2tell urmom.i careabout u
1,WIN We a winner Mr T Foley won iPod More exciting prize so an eye ur mobile visit www.win-82050.co.uk
0,You bad girl I still remember
0,How i gave you Morning
0,I hope alright babe I worry you have felt bit desparate you learned job a fake I here waiting you back love
0,Hey you blake 's address Carlos wanted me to meet there I lost he 's answering phone
0,Can get opinion something
0,That week leave put that time Why
0,If hit off can move with
0,excellent I spent lt gt year the Air Force Iraq afghanistan I stable honest you traveling
0,I wan na watch movie
0,Ok lor Ü school
0,I 'm class Did get text
0,The bus leaf lt gt
0,God bless.get good sleep dear will pray
1,Todays Voda number ending 1225 selected receive £50award If have match call 08712300220 quoting claim code 3100 standard rate app
0,Do a nice day today I love so dearly
0,Aiyo bit pai seh ü noe Scared dun rem i then die Hee But become lookin oredi leh
0,Aight I 'll a of roommate
0,Now whats house And you any beer
0,Do ü wan meet n combine the part How 's da rest da project
0,Getting ticket walsall tue march My mate getting them sat ill pay treat Want Txt bak Terry
0,Yes are chatting
0,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE XXX
0,Sian Aft meeting supervisor work liao U working
0,Are going write ccna exam week
0,Well will watch shrek 3D B
0,Am that dirty fellow
0,Dunno dat 's wat told Ok lor
0,I 'll be tomorrow even tonight something 's on
0,I n't no he a dying man I feel sad him I go I wanted to I probably gone late your night
0,If 're thinking lifting one no
0,Same u Dun wan Y u dun me ah Wat u now Still eating
0,Sent ur email id
0,Dude What 's How Teresa Hope okay When didnt hear these people called had received package dec lt gt Just thot you'ld to Do have a fantastic year and all best your reading Plus you really Bam aid Usmle your work done
0,Hey gorgeous man My work mobile number Have good babe Squishy Mwahs
1,Hottest pic straight your phone See getting Wet Wanting for xx Text PICS 89555 txt cost 150p textoperator g696ga 18 XxX
0,That 's way should stay
0,Hello for taking call I a job Starts monday
0,What time ur flight tmr
0,When I over
